Tag,出现次数,中文描述,权重,类别,类别名称
film_star,2,胶片( S),0.0005,,
filmtasks,2,电影任务,0.0005,,
frameline,2,框线,0.0005,,
honouriam,2,奥尔良,0.0005,,
hypocrisy,2,虚伪,0.0005,,
ice_cream,2,冰激凌,0.0005,,
indiewire,2,内线,0.0005,,
jmarcwild,2,缩写,0.0005,,
mentalist,2,心理医生,0.0005,,
mooneym20,2,月亮20号,0.0005,,
peninsula,2,半岛,0.0005,,
pgschools,2,小学,0.0005,,
physicist,2,物理学家,0.0005,,
protester,2,抗议者,0.0005,,
qualifier,2,修饰符,0.0005,,
represent,2,代表,0.0005,,
rock_type,2,摇滚类型,0.0005,,
scottfitz,2,斯科特菲兹,0.0005,,
southlake,2,南开,0.0005,,
substance,2,实质,0.0005,,
symbolism,2,符号化,0.0005,,
utestbase,2,用户库,0.0005,,
venuebase,2,地点,0.0005,,
activities,2,活动,0.0005,,
adventures,2,冒险,0.0005,,
advertiser,2,广告商,0.0005,,
allmybase1,2,全美基础1,0.0005,,
alvinwhong,2,胜利,0.0005,,
cathedrals,2,教会,0.0005,,
collective,2,集体,0.0005,,
cool_tools,2,凉爽工具( T),0.0005,,
dearflight,2,飞行,0.0005,,
domaintest,2,域测试,0.0005,,
given_name,2,给定名称( N),0.0005,,
grand_tour,2,宏图,0.0005,,
helpmebase,2,帮助菜单库,0.0005,,
lived_with,2,与,0.0005,,
mediatordt,2,调解人,0.0005,,
newthought,2,新思维,0.0005,,
ontoligent,2,跳动,0.0005,,
pet_gender,2,宠物 性别,0.0005,,
recreation,2,娱乐,0.0005,,
regulation,2,条例,0.0005,,
room_theme,2,会议室主题,0.0005,,
sendoplasm,2,发件人,0.0005,,
sign_color,2,符号( C),0.0005,,
statistics,2,统计,0.0005,,
supertopic,2,超专题,0.0005,,
television,2,电视,0.0005,,
therockbat,2,摇滚乐,0.0005,,
tunnel_use,2,隧道使用( U),0.0005,,
valenciacf,2,valenciacf 数据,0.0005,,
volleyball,2,排球,0.0005,,
whamoworld,2,这个世界,0.0005,,
zeropointv,2,零点v,0.0005,,
abrudtkuhul,2,阿布鲁特库胡尔,0.0005,,
aceattorney,2,捷径律师,0.0005,,
ad_director,2,add 导演,0.0005,,
angiexiayin,2,阿吉克赛因,0.0005,,
ar_province,2,省会,0.0005,,
area_served,2,区域( S),0.0005,,
art_gallery,2,艺术( G),0.0005,,
bibliostuff,2,双曲线,0.0005,,
blacklisted,2,黑名单,0.0005,,
breakingbad,2,破烂,0.0005,,
bridge_type,2,桥型( T),0.0005,,
chess_color,2,围棋( C),0.0005,,
competition,2,竞争,0.0005,,
creationism,2,创造主义,0.0005,,
damslattery,2,坝体,0.0005,,
domaintest5,2,域测试5,0.0005,,
domaintest8,2,域测试8,0.0005,,
game_series,2,游戏( S),0.0005,,
golfcourses,2,高尔夫球场,0.0005,,
grade_level,2,级别( L),0.0005,,
horse_breed,2,马力( B),0.0005,,
hotel_brand,2,旅馆品牌,0.0005,,
interviewer,2,面试者,0.0005,,
manga_title,2,漫画( T),0.0005,,
new_zealand,2,新泽地,0.0005,,
nl_dominion,2,nl 属性,0.0005,,
observances,2,纪念活动,0.0005,,
option_list,2,选项列表( L),0.0005,,
pome_fruits,2,果实,0.0005,,
royal_house,2,皇室( H),0.0005,,
scottishmps,2,缩略语,0.0005,,
shahidul_15,2,沙希杜尔  15,0.0005,,
team_gender,2,团队 性别,0.0005,,
translation,2,翻译,0.0005,,
ancientegypt,2,古埃及语Name,0.0005,,
birdwatching,2,观鸟,0.0005,,
bodybuilders,2,健美运动员,0.0005,,
bv_geography,2,bv 地理学,0.0005,,
casino_owner,2,赌场所有者,0.0005,,
coat_of_arms,2,图标( A),0.0005,,
column_genre,2,列类型( G),0.0005,,
comedy_group,2,喜剧 组,0.0005,,
concert_film,2,音乐会 电影,0.0005,,
concert_tour,2,协奏曲( T),0.0005,,
cryptography,2,密码学,0.0005,,
edible_plant,2,可食用植物,0.0005,,
federal_city,2,联邦( C),0.0005,,
film_studios,2,电影研究( S),0.0005,,
galalelsoury,2,格莱勒苏里,0.0005,,
imdb_profile,2,图像( P),0.0005,,
italian_city,2,意大利语 城市,0.0005,,
kamal_parvez,2,卡马尔-帕尔韦斯,0.0005,,
kenny1234567,2,肯尼1234567号,0.0005,,
musical_form,2,音乐( F),0.0005,,
musicalstyle,2,音乐风格,0.0005,,
owned_animal,2,自有的动物,0.0005,,
paintertable,2,绘画表,0.0005,,
park_feature,2,公园( F),0.0005,,
photographer,2,摄影师,0.0005,,
protest_type,2,抗议类型,0.0005,,
publicsafety,2,公共安全,0.0005,,
record_types,2,记录 类型,0.0005,,
roman_region,2,罗马语区域,0.0005,,
skateboarder,2,滑板游戏,0.0005,,
slowmovement,2,缓慢移动,0.0005,,
special_ward,2,特别向导,0.0005,,
toy_category,2,玩具类( C),0.0005,,
welshculture,2,纺织业,0.0005,,
accommodation,2,住宿费,0.0005,,
animal_gender,2,动物 性别,0.0005,,
cellfishmusic,2,手机音乐,0.0005,,
commoningcafe,2,普通咖啡厅,0.0005,,
convictsydney,2,定罪,0.0005,,
dance_tv_show,2,跳动  tv 显示,0.0005,,
digitalcamera,2,数码相机,0.0005,,
disaster_type,2,灾难类型,0.0005,,
exercise_type,2,练习类型( T),0.0005,,
film_cut_type,2,胶片 剪切 类型,0.0005,,
gameplay_mode,2,游戏播放  模式,0.0005,,
goodrelations,2,良好关系,0.0005,,
guysnamedfred,2,伙计们叫弗雷德,0.0005,,
hockey_league,2,曲棍球协会,0.0005,,
hockey_player,2,曲棍球运动员,0.0005,,
internetmemes,2,网点,0.0005,,
lindagirl2011,2,2011年女孩人数,0.0005,,
lrerutdanning,2,冷冻,0.0005,,
manuelbuenaga,2,马努埃尔布埃纳加,0.0005,,
moral_agent_m,2,道义( A),0.0005,,
olivergbayley,2,橄榄球会,0.0005,,
organism_part,2,有机块( D),0.0005,,
product_model,2,产品 模型,0.0005,,
qualifikation,2,qua,0.0005,,
scottishclans,2,苏格兰兰,0.0005,,
sportsrecords,2,运动记录,0.0005,,
sportssandbox,2,运动箱,0.0005,,
theatre_stars,2,剧场( S),0.0005,,
type_of_event,2,活动类型( O),0.0005,,
type_of_rugby,2,类型( R),0.0005,,
x1930s_movies,2,x1930s  movies (中文(简体) ).,0.0005,,
x1940s_movies,2,x1940s  movies (英语).,0.0005,,
x1950s_movies,2,x1950s  movies (中文(简体) ).,0.0005,,
adopted_person,2,被采纳者( P),0.0005,,
aircraft_model,2,飞机型号,0.0005,,
baconpatiobeer,2,培根花鸟,0.0005,,
changing_thing,2,更改( W),0.0005,,
decision_maker,2,决策者( M),0.0005,,
football_coach,2,足球俱乐部,0.0005,,
garrettstrobel,2,格勒特斯特罗贝尔,0.0005,,
gendered_topic,2,性别( T),0.0005,,
hospital_drama,2,医院剧情( D):,0.0005,,
humanresources,2,人力资源,0.0005,,
irish_politics,2,爱尔兰语   政治,0.0005,,
monster_gender,2,怪兽 性别,0.0005,,
mountainhiking,2,登山,0.0005,,
opera_director,2,歌剧 导演,0.0005,,
opera_producer,2,歌剧制作者,0.0005,,
part_1_offense,2,部分  1  防御,0.0005,,
poem_character,2,诗歌名称( C),0.0005,,
protected_site,2,保护网站,0.0005,,
publicspeaking,2,公共语言,0.0005,,
rehab_facility,2,康复设施( F),0.0005,,
secret_society,2,秘密社会,0.0005,,
ski_area_owner,2,滑雪区域( A),0.0005,,
solid_material,2,固体   材料,0.0005,,
transit_agency,2,过渡机构,0.0005,,
transit_system,2,中转系统,0.0005,,
type_of_museum,2,类型( M),0.0005,,
violation_type,2,违反( T),0.0005,,
wissamshekhani,2,维桑谢哈尼,0.0005,,
appellate_court,2,上诉法院,0.0005,,
cherferroggiaro,2,雪佛兰吉亚罗,0.0005,,
chief_of_police,2,警察总长,0.0005,,
dog_breed_group,2,犬类( B),0.0005,,
drug_in_fiction,2,药物 在虚构,0.0005,,
economic_events,2,经济活动,0.0005,,
enrico_speranza,2,斯佩兰扎语Name,0.0005,,
federative_unit,2,联邦单位,0.0005,,
footballcoaches,2,足球馆,0.0005,,
gender_identity,2,性别认同,0.0005,,
hannsheinzewers,2,汉辛泽尔人,0.0005,,
house_committee,2,页:1,0.0005,,
jamaicanculture,2,果酱种植,0.0005,,
jp_special_ward,2,ưμ㼯A,0.0005,,
key_contributor,2,密钥( C),0.0005,,
manga_publisher,2,漫画( P),0.0005,,
markus_frankies,2,标记( F),0.0005,,
media_franchise,2,媒体( F),0.0005,,
music_performer,2,音乐( P),0.0005,,
music_video_job,2,音乐   视频  工作,0.0005,,
overseas_france,2,海外( F),0.0005,,
paleoingredient,2,纯度,0.0005,,
pr_municipality,2,市镇,0.0005,,
retail_category,2,零售  类别,0.0005,,
ru_federal_city,2,ru 联邦 城市,0.0005,,
saveaussiemusic,2,拯救音乐,0.0005,,
school_district,2,学校 地区,0.0005,,
sherlock_holmes,2,谢尔洛克( Holmes),0.0005,,
sports_facility,2,运动设施,0.0005,,
topic_mentioned,2,提及的主题,0.0005,,
tourismontology,2,旅游业,0.0005,,
tournament_team,2,锦标赛( T),0.0005,,
transit_vehicle,2,过境车辆,0.0005,,
union_territory,2,联盟 领土,0.0005,,
voting_district,2,投票 区,0.0005,,
web_development,2,网络开发,0.0005,,
americancivilwar,2,美国内战,0.0005,,
character_gender,2,字符( G),0.0005,,
cloned_character,2,克隆的特性( C),0.0005,,
collectiblecards,2,可收藏卡,0.0005,,
cricket_position,2,板球位置( P),0.0005,,
elected_official,2,选中的官方( O),0.0005,,
endorsing_person,2,认可( P),0.0005,,
enhancedlocation,2,增加地点,0.0005,,
experted_subject,2,已鉴定主题,0.0005,,
federal_district,2,联邦,0.0005,,
hairstyle_gender,2,发型  性别,0.0005,,
historiaswidnika,2,托里亚斯维德尼卡,0.0005,,
jewish_community,2,犹太语社区,0.0005,,
language_creator,2,语言创建器( C),0.0005,,
memberofcongress,2,议员,0.0005,,
meteorite_source,2,陨石来源( S),0.0005,,
military_theater,2,军事( T),0.0005,,
natural_location,2,自然位置,0.0005,,
outdoor_activity,2,户外活动,0.0005,,
papoiteskingboys,2,偷窥男孩,0.0005,,
pedigreed_animal,2,动物,0.0005,,
pet_apparel_user,2,pet apparel 用户,0.0005,,
presidentialpets,2,总统候选人,0.0005,,
primary_identity,2,初等身份( D),0.0005,,
product_designer,2,产品设计器,0.0005,,
qualified_values,2,限定值( V),0.0005,,
reviewed_authors,2,被审查者( A),0.0005,,
socialnetworking,2,社会联网,0.0005,,
software_creator,2,软件创建器,0.0005,,
sports_equipment,2,运动设备,0.0005,,
strangeebayitems,2,奇怪的东西,0.0005,,
testmatchspecial,2,测试特殊,0.0005,,
type_of_festival,2,庆典类型( F),0.0005,,
career_succession,2,职业( S),0.0005,,
classicvideogames,2,经典视频游戏,0.0005,,
comic_book_series,2,漫画 书本 系列,0.0005,,
computer_game_mod,2,计算机  game  mod,0.0005,,
concept_developer,2,概念   开发者,0.0005,,
deceased_organism,2,已死亡组织( O),0.0005,,
disaster_survivor,2,灾害幸存者,0.0005,,
drug_legal_status,2,药物 法律 状态,0.0005,,
historyof3dmovies,2,3dmovies的历史,0.0005,,
meeting_organizer,2,会 议 组织者,0.0005,,
metropolitan_city,2,大都会 城市,0.0005,,
news_organization,2,新闻组织,0.0005,,
performance_venue,2,表演( V),0.0005,,
physical_movement,2,物理运动,0.0005,,
proposed_solution,2,拟议解决方案,0.0005,,
protocol_provider,2,协议提供方,0.0005,,
reason_for_arrest,2,逮捕理由( P),0.0005,,
ride_manufacturer,2,骑车制造商,0.0005,,
survivor_location,2,幸存者位置( S),0.0005,,
world_of_warcraft,2,战争世界( O),0.0005,,
adultentertainment,2,成人娱乐,0.0005,,
appointed_official,2,任命( O),0.0005,,
australian_company,2,澳大利亚 公司,0.0005,,
biosafety_facility,2,生物安全设施,0.0005,,
classicvideogames1,2,经典视频游戏1,0.0005,,
computer_scientist,2,计算机科学家,0.0005,,
corporate_criminal,2,法人,0.0005,,
cultivar_developer,2,种植者  开发者,0.0005,,
dangerous_activity,2,危险活动,0.0005,,
destinationsguides,2,目的地指南,0.0005,,
fictional_diseases,2,虚构 疾病,0.0005,,
in_union_territory,2,合并( T),0.0005,,
interesting_people,2,有趣的人们,0.0005,,
kingdom_of_denmark,2,王国( O),0.0005,,
location_of_events,2,活动位置( O),0.0005,,
music_artist_extra,2,音乐 艺术 外部,0.0005,,
political_activist,2,政治活动家,0.0005,,
position_in_debate,2,位置( in debate),0.0005,,
royal_house_member,2,皇室( 会员),0.0005,,
snl_movie_spin_off,2,snl 电影 spin off,0.0005,,
sports_team_gender,2,运动   团队  性别,0.0005,,
sports_team_roster,2,运动( T),0.0005,,
supranational_body,2,超国家体,0.0005,,
type_of_motivation,2,类型( M),0.0005,,
uk_listed_building,2,uk list 构建,0.0005,,
varunksood_hollard,2,瓦伦克苏德-霍拉德,0.0005,,
visual_art_support,2,视觉   艺术  支持,0.0005,,
annotation_category,2,注释  类别,0.0005,6,学科与概念（Concept & Subject）
chineseuniversities,2,中国大学,0.0005,,
computer_game_theme,2,计算机  游戏  主题,0.0005,,
cryptid_alternative,2,密码( C),0.0005,,
environmental_issue,2,环境问题,0.0005,,
fictional_substance,2,虚构 物质,0.0005,,
file_format_creator,2,文件( F),0.0005,,
freebase_s_database,2,自由基数 s 数据库,0.0005,,
goldenstatewarriors,2,金色国家战士,0.0005,,
grecoromanmythology,2,葡萄球菌学,0.0005,,
losgatosrestaurants,2,灭火器,0.0005,,
marriage_end_reason,2,婚姻结束  理由,0.0005,,
media_rights_holder,2,媒体   权利持有者,0.0005,,
mission_destination,2,任务( D),0.0005,,
oecd_gid_db_country,2,oecd gid db 国家,0.0005,,
process_environment,2,进程  环境,0.0005,,
quotation_addressee,2,引用地址( S),0.0005,,
repositoriesinphila,2,寄生虫病,0.0005,,
type_of_music_group,2,类型 音乐 组,0.0005,,
allthenominatedfilms,2,当时的胶片,0.0005,,
audio_recording_role,2,音频 录音 作用,0.0005,,
australian_territory,2,澳洲语   领土,0.0005,,
branch_of_government,2,政务分支( O),0.0005,,
british_royal_family,2,英国语  royal  family,0.0005,,
classificationsearch,2,分类搜索,0.0005,,
computer_game_engine,2,计算机 游戏 引擎,0.0005,,
educationalshortfilm,2,教育短片,0.0005,,
flightoftheconchords,2,离合弦飞行,0.0005,,
graphic_novel_writer,2,图形小写器( N),0.0005,,
hair_care_ingredient,2,发型  护理  依赖性,0.0005,,
hybrid_parent_gender,2,混合  父母  性别,0.0005,,
injury_causing_event,2,伤害  导致事件,0.0005,,
intellectualproperty,2,知识产权,0.0005,,
kp_metropolitan_city,2,kp  都会  城市,0.0005,,
mademoisellebleu2007,2,"2007年9月13日,日内瓦",0.0005,,
mines122805490927831,2,地雷 122805490927831,0.0005,,
monstrous_attributes,2,异常属性( A),0.0005,,
my_comic_book_domain,2,my comic book 域名,0.0005,,
permaculture_element,2,永久养殖 元素,0.0005,,
phr_wellness_tracker,2,phr wellness 跟踪器,0.0005,,
special_municipality,2,特别城市,0.0005,,
apartmentsinjerusalem,2,家庭公寓,0.0005,,
cinequestfilmfestival,2,焚烧膜活动,0.0005,,
classification_system,2,分类 系统,0.0005,,
district_municipality,2,县(市),0.0005,,
hibernianfootballclub,2,冬眠足球俱乐部,0.0005,,
internet_video_series,2,互联网 视频 系列,0.0005,,
internet_video_writer,2,互联网 视频 撰稿人,0.0005,,
public_gmackenz_types,2,public gmackenz 类型,0.0005,,
sports_representative,2,运动( S),0.0005,,
theater_choreographer,2,剧院编舞器( C),0.0005,,
astronomical_discovery,2,天文发现,0.0005,,
choppedandscrewedmusic,2,被砍伤的音乐,0.0005,,
factsofamericanhistory,2,美国历史事实,0.0005,,
heraldry_granting_body,2,预告( G),0.0005,,
impersonated_ethnicity,2,冒充  种族,0.0005,,
multi_event_tournament,2,多活动( T),0.0005,,
proposed_project_focus,2,拟议  项目  焦点,0.0005,,
thoroughbred_racehorse,2,纯种种族( R),0.0005,,
undergroundhumanthings,2,地下人类,0.0005,,
united_states_colonies,2,联合州 殖民地,0.0005,,
australian_organization,2,澳大利亚 组织,0.0005,,
famous_corvette_drivers,2,著名   科尔维特  驱动程序,0.0005,,
football_coach_position,2,足球 coach 位置,0.0005,,
mobile_operating_system,2,移动操作 系统,0.0005,,
product_design_taxonomy,2,产品( D),0.0005,,
ancient_chemical_element,2,古化学元素,0.0005,,
audio_recording_location,2,音频记录  位置,0.0005,,
electrical_service_scope,2,电源服务  镜片,0.0005,,
facts_from_the_community,2,事实  来自 社区,0.0005,,
great_looking_nfl_player,2,大外观  nfl  player,0.0005,,
home_remodeling_services,2,家建模 服务,0.0005,,
type_of_infectious_agent,2,类型( I),0.0005,,
web_development_platform,2,网络  开发  平台,0.0005,,
xfreebase133792473727765,2,xfreebase133792473727765 (英语).,0.0005,,
computer_science_subfield,2,计算机 科学 子域,0.0005,,
craft_supplies_categories,2,手艺   服务  类别,0.0005,,
crp_political_contributor,2,crp 政治 贡献者,0.0005,,
financial_market_category,2,金融 市场 类别,0.0005,,
ikariam_research_category,2,ikariam research 分类,0.0005,,
music_video_choreographer,2,音乐   视频  编舞,0.0005,,
mythology_origin_location,2,神话 起源 位置,0.0005,,
road_bicycle_racing_event,2,road 自行车 赛车 活动,0.0005,,
southernmedicaluniversity,2,南医科大学,1.0005,2,组织与机构（Organization）
unit_of_population_number,2,单位 人口 数量,0.0005,,
construction_services_type,2,构造 服务 类型,0.0005,,
data_recovery_service_type,2,数据 恢复 服务 类型,0.0005,,
empresasdetecnologaenmxico,2,墨西哥,0.0005,,
metropolitan_borough_plain,2,大都会  borough  plain,0.0005,,
pet_with_medical_condition,2,带   医疗 条件,0.0005,,
thoroughbred_racehorse_sex,2,纯种马  性,0.0005,,
type_of_paranormal_ability,2,类型( O),0.0005,,
sonjabenskinmesherpaintings,2,儿子贾本斯金姆斯 她的画,0.0005,,
vocal_contribution_category,2,声效 贡献 类别,0.0005,,
breakfast_cereal_box_feature,2,早餐   cereal box feature,0.0005,,
congressional_voting_records,2,国会( V),0.0005,,
media_genre_equivalent_topic,2,介质 流派 等效 主题,0.0005,,
permaculture_element_product,2,永久栽培 元素 产品,0.0005,,
school_sports_team_extension,2,学校 体育 团队 扩展,0.0005,,
sports_team_manager_position,2,运动   团队   管理   位置,0.0005,,
thoroughbred_racehorse_color,2,纯种马  颜色,0.0005,,
type_of_injury_causing_event,2,类型 伤害 导致事件,0.0005,,
event_presenting_organisation,2,事件  介绍  组织,0.0005,,
military_commander_in_fiction,2,军事   命令器  虚构,0.0005,,
mobile_phone_operating_system,2,移动 手机 操作 系统,0.0005,,
personal_film_appearance_type,2,个人  电影  出现  类型,0.0005,,
special_administrative_region,2,区域,0.0005,,
type_of_criminal_organization,2,类型 犯罪 组织,0.0005,,
fictional_organization_founder,2,虚构组织 创建者,0.0005,,
oscar_winner_who_refused_award,2,oscar winner  who  refused Award (英语).,0.0005,,
owner_of_intellectual_property,2,拥有者( O),0.0005,,
thoroughbred_racehorse_breeder,2,纯种马  种族  繁殖器,0.0005,,
tv_regular_personal_appearance,2,tv 正则 个人 出现,0.0005,,
asce_wonder_of_the_modern_world,2,ace wonder of the 现代 世界,0.0005,,
hall_of_fame_induction_category,2,图标( F):,0.0005,,
x2010_world_cup_spot_allocation,2,x2010 world cup spot 分配,0.0005,,
cn_special_administrative_region,2,cn 特别 行政 区域,0.0005,,
centrally_controlled_municipality,2,中央控制 市政府,0.0005,,
computer_game_distribution_system,2,计算机  game  分布  系统,0.0005,,
constitutional_amendment_proposer,2,宪法修正  提案,0.0005,,
political_rebellion_or_revolution,2,政治 叛乱 或 革命,0.0005,,
tw_direct_controlled_municipality,2,tw 直接 控制 市,0.0005,,
constitutional_convention_delegate,2,宪法( C),0.0005,,
location_on_top_of_something_buried,2,位置( O),0.0005,,
person_who_died_of_an_unusual_death,2,死亡时间( W),0.0005,,
vn_centrally_controlled_municipality,2,vn 中央控制 市政府,0.0005,,
monthly_calendar_event_early_mid_late,2,月表  活动  早期  中间  晚期,0.0005,,
previous_organism_classification_rank,2,前一个组织  分类  排序,0.0005,,
former_danish_colonies_and_protectorates,2,前   丹麦语   殖民地   保护国,0.0005,,
environmental_modelling_language_platform,2,环境 建模 语言 平台,0.0005,,
star_shaped_cities_and_citadels_in_france,2,恒星 形状 城市 和 citadels in france,0.0005,,
mineral_water_and_mineral_springs_in_germany,2,矿泉水 和 矿泉水  in germany,0.0005,,
organization_registration_classification_by_country,2,组织 注册 分类 按国家,0.0005,,
mineral_water_and_mineral_springs_in_england_and_wales,2,矿山 水上 矿山 泉水 in england 和 wales,0.0005,,
am,1,已经,0.0002,,
cu,1,库,0.0002,,
ge,1,热,0.0002,,
hr,1,小时,0.0002,,
hu,1,嘘,0.0002,,
no,1,无,0.0002,,
np,1,无,0.0002,,
qa,1,qa 语,0.0002,,
ro,1,罗,0.0002,,
rs,1,rs 时,0.0002,,
si,1,对,0.0002,,
tr,1,双,0.0002,,
tt,1,转tt,0.0002,,
ug,1,微克,0.0002,,
avh,1,(简体中文),0.0002,,
djc,1,Djc 数据,0.0002,,
fan,1,风扇,0.0002,,
gay,1,同性恋,0.0002,,
ksu,1,千苏,0.0002,,
nii,1,无,0.0002,,
nix,1,无,0.0002,,
rca,1,鲁卡,0.0002,,
spa,1,温泉,0.0002,,
aaaa,1,a,0.0002,,
adus,1,绝对,0.0002,,
bank,1,银行,0.0002,,
bird,1,鸟,0.0002,,
buoy,1,浮标,0.0002,,
cahe,1,来啊,0.0002,,
cars,1,汽车,0.0002,,
